_id,Year,MUNO,forest_name,Product_Type,Spp_Group1,Spp_Group3,Volume
9359,1999,702,Lac Seul (702),Sawmill,White Birch,Poplar/Birch,2205.100098
9360,1999,702,Lac Seul (702),Sawmill,Poplar,Poplar/Birch,1959.105957
9361,1999,754,Nipissing (754),Composite,Poplar,Poplar/Birch,77343.82031
9362,1999,754,Nipissing (754),Fuelwood,Spruce,SPF,1.01699996
9363,1999,754,Nipissing (754),Fuelwood,Balsam Fir,SPF,0.118000001
9364,1999,754,Nipissing (754),Fuelwood,Other Hardwood,Hardwood,11.57400036
9365,1999,754,Nipissing (754),Fuelwood,Other Softwood,Other Softwood,35.20299911
9366,1999,754,Nipissing (754),Fuelwood,Other Softwood,Other Softwood,0.92900002
9367,1999,754,Nipissing (754),Fuelwood,Maple,Hardwood,1942.187012
9368,1999,754,Nipissing (754),Fuelwood,Yellow Birch,Hardwood,675.4400024
9369,1999,754,Nipissing (754),Fuelwood,Oak,Hardwood,102.0459976
9370,1999,754,Nipissing (754),Fuelwood,Other Hardwood,Hardwood,7.584000111
9371,1999,754,Nipissing (754),Fuelwood,Other Hardwood,Hardwood,330.7070007
9372,1999,754,Nipissing (754),Fuelwood,White Birch,Poplar/Birch,255.5670013
9373,1999,754,Nipissing (754),Fuelwood,Poplar,Poplar/Birch,59.06999969
9374,1999,754,Nipissing (754),Fuelwood,White Pine,Red/White Pine,0.559000015
9375,1999,754,Nipissing (754),Other,Jack Pine,SPF,30
9376,1999,754,Nipissing (754),Other,Spruce,SPF,1.661999941
9377,1999,754,Nipissing (754),Other,Other Softwood,Other Softwood,10.34399986
9378,1999,754,Nipissing (754),Other,Maple,Hardwood,2.105999947
9379,1999,754,Nipissing (754),Other,Yellow Birch,Hardwood,4.579999924
9380,1999,754,Nipissing (754),Other,White Birch,Poplar/Birch,2.815000057
9381,1999,754,Nipissing (754),Other,Poplar,Poplar/Birch,1.452000022
9382,1999,754,Nipissing (754),Paper,Spruce,SPF,53.16500092
9383,1999,754,Nipissing (754),Paper,Balsam Fir,SPF,155.9230042
9384,1999,754,Nipissing (754),Pulp,Jack Pine,SPF,1194.036987
9385,1999,754,Nipissing (754),Pulp,Spruce,SPF,1824.517944
9386,1999,754,Nipissing (754),Pulp,Other Softwood,Other Softwood,92.43499756
9387,1999,754,Nipissing (754),Pulp,Balsam Fir,SPF,1038.803955
9388,1999,754,Nipissing (754),Pulp,Other Softwood,Other Softwood,46.93899918
9389,1999,754,Nipissing (754),Pulp,Maple,Hardwood,-7063.668945
9390,1999,754,Nipissing (754),Pulp,Yellow Birch,Hardwood,19.3239994
9391,1999,754,Nipissing (754),Pulp,Oak,Hardwood,11.16300011
9392,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,4.912000179
9393,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,0.73299998
9394,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,2.015000105
9395,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,0.172000006
9396,1999,754,Nipissing (754),Pulp,Maple,Hardwood,51663.80078
9397,1999,754,Nipissing (754),Pulp,Yellow Birch,Hardwood,1873.177002
9398,1999,754,Nipissing (754),Pulp,Oak,Hardwood,141.3240051
9399,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,48.52000046
9400,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,31.79400063
9401,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,19.3579998
9402,1999,754,Nipissing (754),Pulp,Other Hardwood,Hardwood,10.51500034
9403,1999,754,Nipissing (754),Pulp,White Birch,Poplar/Birch,46643.71875
9404,1999,754,Nipissing (754),Pulp,Poplar,Poplar/Birch,8937.355469
9405,1999,754,Nipissing (754),Pulp,White Pine,Red/White Pine,277.178009
9406,1999,754,Nipissing (754),Pulp,Red Pine,Red/White Pine,38.5340004
9407,1999,754,Nipissing (754),Pulp,White Pine,Red/White Pine,6121.641113
9408,1999,754,Nipissing (754),Pulp,Red Pine,Red/White Pine,2875.433105
9409,1999,754,Nipissing (754),Pulp,White Pine,Red/White Pine,241.5070038
9410,1999,754,Nipissing (754),Pulp,Red Pine,Red/White Pine,403.6340027
9411,1999,754,Nipissing (754),Sawmill,Jack Pine,SPF,61382.74219
9412,1999,754,Nipissing (754),Sawmill,Spruce,SPF,18.51000023
9413,1999,754,Nipissing (754),Sawmill,Spruce,SPF,68664.5625
9414,1999,754,Nipissing (754),Sawmill,Other Softwood,Other Softwood,48.52299881
9415,1999,754,Nipissing (754),Sawmill,Balsam Fir,SPF,3409.072998
9416,1999,754,Nipissing (754),Sawmill,Other Softwood,Other Softwood,0.588999987
9417,1999,754,Nipissing (754),Sawmill,Other Softwood,Other Softwood,769.4349976
9418,1999,754,Nipissing (754),Sawmill,Other Softwood,Other Softwood,2.994999886
9419,1999,754,Nipissing (754),Sawmill,Maple,Hardwood,7372.527832
9420,1999,754,Nipissing (754),Sawmill,Yellow Birch,Hardwood,2142.434082
9421,1999,754,Nipissing (754),Sawmill,Oak,Hardwood,240.0820007
9422,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,465.5509949
9423,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,79.96199799
9424,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,1.659999967
9425,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,196.1150055
9426,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,19.07099915
9427,1999,754,Nipissing (754),Sawmill,Maple,Hardwood,3779.455078
9428,1999,754,Nipissing (754),Sawmill,Yellow Birch,Hardwood,1112.03894
9429,1999,754,Nipissing (754),Sawmill,Oak,Hardwood,99.41000366
9430,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,267.0929871
9431,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,68.17099762
9432,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,0.611000001
9433,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,102.1689987
9434,1999,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,129.753006
9435,1999,754,Nipissing (754),Sawmill,White Birch,Poplar/Birch,7610.999023
9436,1999,754,Nipissing (754),Sawmill,Poplar,Poplar/Birch,365.9200134
9437,1999,754,Nipissing (754),Sawmill,White Pine,Red/White Pine,38448.625
9438,1999,754,Nipissing (754),Sawmill,Red Pine,Red/White Pine,22578.33789
9439,1999,754,Nipissing (754),Sawmill,White Pine,Red/White Pine,21090.35547
9440,1999,754,Nipissing (754),Sawmill,Red Pine,Red/White Pine,11012.27441
9441,1999,754,Nipissing (754),Sawmill,White Pine,Red/White Pine,469.8720093
9442,1999,754,Nipissing (754),Sawmill,Red Pine,Red/White Pine,1016.846008
9443,1999,754,Nipissing (754),Veneer,Spruce,SPF,175.9989929
9444,1999,754,Nipissing (754),Veneer,Balsam Fir,SPF,1.230000019
9445,1999,754,Nipissing (754),Veneer,Maple,Hardwood,24.14800072
9446,1999,754,Nipissing (754),Veneer,Yellow Birch,Hardwood,468.2990112
9447,1999,754,Nipissing (754),Veneer,Oak,Hardwood,116.2600021
9448,1999,754,Nipissing (754),Veneer,Yellow Birch,Hardwood,20.36499977
9449,1999,754,Nipissing (754),Veneer,Oak,Hardwood,4.995999813
9450,1999,754,Nipissing (754),Veneer,White Birch,Poplar/Birch,1875.860962
9451,1999,754,Nipissing (754),Veneer,Poplar,Poplar/Birch,1693.046997
9452,1999,780,Ottawa Valley (780),Composite,Other Softwood,Other Softwood,278.7669983
9453,1999,780,Ottawa Valley (780),Composite,Maple,Hardwood,242.776001
9454,1999,780,Ottawa Valley (780),Composite,Yellow Birch,Hardwood,4.855999947
9455,1999,780,Ottawa Valley (780),Composite,Oak,Hardwood,9.711000443
9456,1999,780,Ottawa Valley (780),Composite,Other Hardwood,Hardwood,135.9539948
9457,1999,780,Ottawa Valley (780),Composite,Other Hardwood,Hardwood,4.855999947
9458,1999,780,Ottawa Valley (780),Composite,Other Hardwood,Hardwood,87.39900208
9459,1999,780,Ottawa Valley (780),Composite,White Birch,Poplar/Birch,18.3029995
9460,1999,780,Ottawa Valley (780),Composite,Poplar,Poplar/Birch,7086.849121
9461,1999,780,Ottawa Valley (780),Composite,White Pine,Red/White Pine,344.7900085
9462,1999,780,Ottawa Valley (780),Composite,Red Pine,Red/White Pine,82.95400238
9463,1999,780,Ottawa Valley (780),Fuelwood,Maple,Hardwood,0
9464,1999,780,Ottawa Valley (780),Fuelwood,Maple,Hardwood,3279.091064
9465,1999,780,Ottawa Valley (780),Fuelwood,Yellow Birch,Hardwood,169.8970032
9466,1999,780,Ottawa Valley (780),Fuelwood,Oak,Hardwood,4325.498047
9467,1999,780,Ottawa Valley (780),Fuelwood,Other Hardwood,Hardwood,1026.045044
9468,1999,780,Ottawa Valley (780),Fuelwood,Other Hardwood,Hardwood,392.6369934
9469,1999,780,Ottawa Valley (780),Fuelwood,Other Hardwood,Hardwood,0.592000008
9470,1999,780,Ottawa Valley (780),Fuelwood,Other Hardwood,Hardwood,34.58100128
9471,1999,780,Ottawa Valley (780),Fuelwood,White Birch,Poplar/Birch,44.29199982
9472,1999,780,Ottawa Valley (780),Fuelwood,Poplar,Poplar/Birch,110.5599976
9473,1999,780,Ottawa Valley (780),Fuelwood,White Pine,Red/White Pine,110.5599976
9474,1999,780,Ottawa Valley (780),Paper,Maple,Hardwood,3126.990967
9475,1999,780,Ottawa Valley (780),Paper,Yellow Birch,Hardwood,20.53000069
9476,1999,780,Ottawa Valley (780),Paper,Oak,Hardwood,4666.291992
9477,1999,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,127.9069977
9478,1999,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,532.5789795
9479,1999,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,442.7839966
9480,1999,780,Ottawa Valley (780),Paper,White Birch,Poplar/Birch,591.8280029
9481,1999,780,Ottawa Valley (780),Paper,Poplar,Poplar/Birch,949.3939819
9482,1999,780,Ottawa Valley (780),Pulp,Spruce,SPF,112.9260025
9483,1999,780,Ottawa Valley (780),Pulp,Balsam Fir,SPF,12.15100002
9484,1999,780,Ottawa Valley (780),Pulp,Maple,Hardwood,96.73400116
9485,1999,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,28.50799942
9486,1999,780,Ottawa Valley (780),Pulp,Maple,Hardwood,8284.325195
9487,1999,780,Ottawa Valley (780),Pulp,Yellow Birch,Hardwood,53.13600159
9488,1999,780,Ottawa Valley (780),Pulp,Oak,Hardwood,1335.307007
9489,1999,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,857.0310059
9490,1999,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,116.038002
9491,1999,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,410.1539917
9492,1999,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,0.226999998
9493,1999,780,Ottawa Valley (780),Pulp,White Birch,Poplar/Birch,7061.683105
9494,1999,780,Ottawa Valley (780),Pulp,Poplar,Poplar/Birch,50363.99219
9495,1999,780,Ottawa Valley (780),Pulp,White Pine,Red/White Pine,446.428009
9496,1999,780,Ottawa Valley (780),Pulp,Red Pine,Red/White Pine,163.3670044
9497,1999,780,Ottawa Valley (780),Sawmill,Jack Pine,SPF,1520.084961
9498,1999,780,Ottawa Valley (780),Sawmill,Spruce,SPF,3.612999916
9499,1999,780,Ottawa Valley (780),Sawmill,Spruce,SPF,7552.133789
9500,1999,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,16.34900093
9501,1999,780,Ottawa Valley (780),Sawmill,Balsam Fir,SPF,727.3599854
9502,1999,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,12.55500031
9503,1999,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,6.129000187
9504,1999,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,3200.531982
9505,1999,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,236.0480042
9506,1999,780,Ottawa Valley (780),Sawmill,Maple,Hardwood,2724.199951
9507,1999,780,Ottawa Valley (780),Sawmill,Yellow Birch,Hardwood,126.6839981
9508,1999,780,Ottawa Valley (780),Sawmill,Oak,Hardwood,4040.829102
9509,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,970.2080078
9510,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,156.6190033
9511,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,1431.437012
9512,1999,780,Ottawa Valley (780),Sawmill,Maple,Hardwood,3708.572998
9513,1999,780,Ottawa Valley (780),Sawmill,Yellow Birch,Hardwood,134.2230072
9514,1999,780,Ottawa Valley (780),Sawmill,Oak,Hardwood,3960.782959
9515,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,1582.633057
9516,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,227.9470062
9517,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.140000001
9518,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,1972.519043
9519,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.153999999
9520,1999,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.550000012
9521,1999,780,Ottawa Valley (780),Sawmill,White Birch,Poplar/Birch,10916.38965
9522,1999,780,Ottawa Valley (780),Sawmill,Poplar,Poplar/Birch,62041.23438
9523,1999,780,Ottawa Valley (780),Sawmill,White Pine,Red/White Pine,26147.53516
9524,1999,780,Ottawa Valley (780),Sawmill,Red Pine,Red/White Pine,13473.11035
9525,1999,780,Ottawa Valley (780),Sawmill,White Pine,Red/White Pine,8839.069336
9526,1999,780,Ottawa Valley (780),Sawmill,Red Pine,Red/White Pine,3989.174072
9527,1999,780,Ottawa Valley (780),Sawmill,White Pine,Red/White Pine,838.0969849
9528,1999,780,Ottawa Valley (780),Sawmill,Red Pine,Red/White Pine,920.664978
9529,1999,780,Ottawa Valley (780),Veneer,Maple,Hardwood,0.40200001
9530,1999,780,Ottawa Valley (780),Veneer,Yellow Birch,Hardwood,5.93200016
9531,1999,780,Ottawa Valley (780),Veneer,Oak,Hardwood,103.4550018
9532,1999,780,Ottawa Valley (780),Veneer,Yellow Birch,Hardwood,0.179000005
9533,1999,780,Ottawa Valley (780),Veneer,Oak,Hardwood,1.157999992
9534,1999,780,Ottawa Valley (780),Veneer,White Birch,Poplar/Birch,177.1470032
9535,1999,780,Ottawa Valley (780),Veneer,Poplar,Poplar/Birch,767.9639893
9536,1999,780,Ottawa Valley (780),Veneer,White Pine,Red/White Pine,0.153999999
9537,1999,796,Lakehead (796),Composite,White Birch,Poplar/Birch,161.8910065
9538,1999,796,Lakehead (796),Composite,Poplar,Poplar/Birch,3715.720947
9539,1999,796,Lakehead (796),Fuelwood,Spruce,SPF,12
9540,1999,796,Lakehead (796),Fuelwood,Balsam Fir,SPF,13
9541,1999,796,Lakehead (796),Fuelwood,Other Hardwood,Hardwood,59.61100006
9542,1999,796,Lakehead (796),Fuelwood,Other Hardwood,Hardwood,22.50499916
9543,1999,796,Lakehead (796),Fuelwood,White Birch,Poplar/Birch,1863.765991
9544,1999,796,Lakehead (796),Fuelwood,Poplar,Poplar/Birch,232.5789948
9545,1999,796,Lakehead (796),Paper,Jack Pine,SPF,311.2019958
9546,1999,796,Lakehead (796),Paper,Spruce,SPF,1439.31604
9547,1999,796,Lakehead (796),Paper,Balsam Fir,SPF,478.6950073
9548,1999,796,Lakehead (796),Paper,Poplar,Poplar/Birch,1697.342041
9549,1999,796,Lakehead (796),Pulp,Jack Pine,SPF,11680.9209
9550,1999,796,Lakehead (796),Pulp,Spruce,SPF,7304.943848
9551,1999,796,Lakehead (796),Pulp,Balsam Fir,SPF,4568.051758
9552,1999,796,Lakehead (796),Pulp,Other Softwood,Other Softwood,20.97999954
9553,1999,796,Lakehead (796),Pulp,Other Softwood,Other Softwood,25.05900002
9554,1999,796,Lakehead (796),Pulp,White Birch,Poplar/Birch,150.220993
9555,1999,796,Lakehead (796),Pulp,Poplar,Poplar/Birch,74204.60938
9556,1999,796,Lakehead (796),Pulp,White Pine,Red/White Pine,0.055
9557,1999,796,Lakehead (796),Pulp,Red Pine,Red/White Pine,90.51399994
9558,1999,796,Lakehead (796),Pulp,White Pine,Red/White Pine,0.003
9559,1999,796,Lakehead (796),Pulp,Red Pine,Red/White Pine,4.763999939
9560,1999,796,Lakehead (796),Sawmill,Jack Pine,SPF,43594.73828
9561,1999,796,Lakehead (796),Sawmill,Spruce,SPF,17364.15625
9562,1999,796,Lakehead (796),Sawmill,Balsam Fir,SPF,6741.314941
9563,1999,796,Lakehead (796),Sawmill,Other Softwood,Other Softwood,100.1910019
9564,1999,796,Lakehead (796),Sawmill,Other Softwood,Other Softwood,233.0899963
9565,1999,796,Lakehead (796),Sawmill,White Birch,Poplar/Birch,158.5899963
9566,1999,796,Lakehead (796),Sawmill,Poplar,Poplar/Birch,48470.91016
9567,1999,796,Lakehead (796),Sawmill,White Pine,Red/White Pine,2125.38501
9568,1999,796,Lakehead (796),Sawmill,Red Pine,Red/White Pine,3751.422119
9569,1999,796,Lakehead (796),Sawmill,White Pine,Red/White Pine,73.625
9570,1999,796,Lakehead (796),Sawmill,Red Pine,Red/White Pine,187.5509949
9571,1999,796,Lakehead (796),Veneer,White Birch,Poplar/Birch,113.4059982
9572,1999,796,Lakehead (796),Veneer,Poplar,Poplar/Birch,2843.949951
9573,2001,443,Wabadowgang Noopming (443),Other,White Birch,Poplar/Birch,252.1089935
9574,2001,443,Wabadowgang Noopming (443),Pulp,Spruce,SPF,12577.93945
9575,2001,443,Wabadowgang Noopming (443),Sawmill,Other Softwood,Other Softwood,184.6410065
9576,2001,443,Wabadowgang Noopming (443),Other,Jack Pine,SPF,37.41400146
9577,2001,443,Wabadowgang Noopming (443),Sawmill,White Birch,Poplar/Birch,1963.243042
9578,2001,443,Wabadowgang Noopming (443),Veneer,Poplar,Poplar/Birch,770.1810303
9579,2001,443,Wabadowgang Noopming (443),Other,Poplar,Poplar/Birch,5.165999889
9580,2001,443,Wabadowgang Noopming (443),Pulp,Jack Pine,SPF,18102.75391
9581,2001,443,Wabadowgang Noopming (443),Pulp,Other Softwood,Other Softwood,0.294999987
9582,2001,443,Wabadowgang Noopming (443),Sawmill,Jack Pine,SPF,95286.04688
9583,2001,443,Wabadowgang Noopming (443),Pulp,Poplar,Poplar/Birch,24782.53516
9584,2001,443,Wabadowgang Noopming (443),Sawmill,Spruce,SPF,139033.9375
9585,2001,443,Wabadowgang Noopming (443),Other,Spruce,SPF,80.85199738
9586,2001,443,Wabadowgang Noopming (443),Paper,Poplar,Poplar/Birch,85.61699677
9587,1999,840,Red Lake (840),Composite,Poplar,Poplar/Birch,0
9588,1999,840,Red Lake (840),Fuelwood,Jack Pine,SPF,295.4500122
9589,1999,840,Red Lake (840),Fuelwood,White Birch,Poplar/Birch,183.9600067
9590,1999,840,Red Lake (840),Fuelwood,Poplar,Poplar/Birch,47.25
9591,1999,840,Red Lake (840),Other,Jack Pine,SPF,0
9592,1999,840,Red Lake (840),Other,Spruce,SPF,0
9593,1999,840,Red Lake (840),Other,Poplar,Poplar/Birch,0
9594,1999,840,Red Lake (840),Paper,Jack Pine,SPF,1993.124023
9595,1999,840,Red Lake (840),Paper,Spruce,SPF,80243.8125
9596,1999,840,Red Lake (840),Pulp,Jack Pine,SPF,3986.26001
9597,1999,840,Red Lake (840),Pulp,Spruce,SPF,330.3039856
9598,1999,840,Red Lake (840),Pulp,Poplar,Poplar/Birch,136.0240021
9599,1999,840,Red Lake (840),Sawmill,Jack Pine,SPF,65686.16406
9600,1999,840,Red Lake (840),Sawmill,Spruce,SPF,45786.50391
9601,1999,840,Red Lake (840),Sawmill,Balsam Fir,SPF,57.86100006
9602,1999,840,Red Lake (840),Sawmill,Other Softwood,Other Softwood,79.09899902
9603,1999,840,Red Lake (840),Veneer,Poplar,Poplar/Birch,294.3999939
9604,1999,889,Sudbury (889),Composite,White Birch,Poplar/Birch,515.4890137
9605,1999,889,Sudbury (889),Composite,Poplar,Poplar/Birch,35950.17188
9606,1999,889,Sudbury (889),Fuelwood,Spruce,SPF,62.88000107
9607,1999,889,Sudbury (889),Fuelwood,Maple,Hardwood,522.6229858
9608,1999,889,Sudbury (889),Fuelwood,Yellow Birch,Hardwood,210.503006
9609,1999,889,Sudbury (889),Fuelwood,White Birch,Poplar/Birch,1313.853027
9610,1999,889,Sudbury (889),Fuelwood,Poplar,Poplar/Birch,1216.050049
9611,1999,889,Sudbury (889),Fuelwood,White Pine,Red/White Pine,16.38699913
9612,1999,889,Sudbury (889),Fuelwood,Red Pine,Red/White Pine,3.003000021
9613,1999,889,Sudbury (889),Pulp,Jack Pine,SPF,107.822998
9614,1999,889,Sudbury (889),Pulp,Spruce,SPF,344.118988
9615,1999,889,Sudbury (889),Pulp,Balsam Fir,SPF,32.61299896
9616,1999,889,Sudbury (889),Pulp,Maple,Hardwood,2000.782959
9617,1999,889,Sudbury (889),Pulp,Yellow Birch,Hardwood,47.35599899
9618,1999,889,Sudbury (889),Pulp,Oak,Hardwood,5.382999897
9619,1999,889,Sudbury (889),Pulp,White Birch,Poplar/Birch,10317.0166
9620,1999,889,Sudbury (889),Pulp,Poplar,Poplar/Birch,23842.96094
9621,1999,889,Sudbury (889),Pulp,White Pine,Red/White Pine,2095.201904
9622,1999,889,Sudbury (889),Pulp,Red Pine,Red/White Pine,862.9819946
9623,1999,889,Sudbury (889),Sawmill,Jack Pine,SPF,116227.5859
9624,1999,889,Sudbury (889),Sawmill,Spruce,SPF,60021.25781
9625,1999,889,Sudbury (889),Sawmill,Balsam Fir,SPF,884.6160278
9626,1999,889,Sudbury (889),Sawmill,Maple,Hardwood,292.3299866
9627,1999,889,Sudbury (889),Sawmill,Yellow Birch,Hardwood,34.52899933
9628,1999,889,Sudbury (889),Sawmill,Oak,Hardwood,6.65899992
9629,1999,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,10.80300045
9630,1999,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,62.02299881
9631,1999,889,Sudbury (889),Sawmill,Maple,Hardwood,23.52300072
9632,1999,889,Sudbury (889),Sawmill,Yellow Birch,Hardwood,11.04599953
9633,1999,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,2.276000023
9634,1999,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,7.532999992
9635,1999,889,Sudbury (889),Sawmill,White Birch,Poplar/Birch,518.5059814
9636,1999,889,Sudbury (889),Sawmill,Poplar,Poplar/Birch,6840.653809
9637,1999,889,Sudbury (889),Sawmill,White Pine,Red/White Pine,23367.99219
9638,1999,889,Sudbury (889),Sawmill,Red Pine,Red/White Pine,11819.88086
9639,1999,889,Sudbury (889),Sawmill,White Pine,Red/White Pine,10607.57324
9640,1999,889,Sudbury (889),Sawmill,Red Pine,Red/White Pine,5079.652832
9641,1999,889,Sudbury (889),Sawmill,White Pine,Red/White Pine,389.8599854
9642,1999,889,Sudbury (889),Sawmill,Red Pine,Red/White Pine,979.434021
9643,1999,889,Sudbury (889),Veneer,Spruce,SPF,33.95199966
9644,1999,889,Sudbury (889),Veneer,Yellow Birch,Hardwood,6.471000195
9645,1999,889,Sudbury (889),Veneer,White Birch,Poplar/Birch,84.76499939
9646,1999,889,Sudbury (889),Veneer,Poplar,Poplar/Birch,481.2109985
9647,1999,898,Temagami (898),Composite,White Birch,Poplar/Birch,364.0629883
9648,1999,898,Temagami (898),Composite,Poplar,Poplar/Birch,5857.433105
9649,1999,898,Temagami (898),Fuelwood,Jack Pine,SPF,0.504000008
9650,1999,898,Temagami (898),Fuelwood,Other Softwood,Other Softwood,3.049999952
9651,1999,898,Temagami (898),Fuelwood,Maple,Hardwood,1.94599998
9652,1999,898,Temagami (898),Fuelwood,Maple,Hardwood,203.7559967
9653,1999,898,Temagami (898),Fuelwood,Yellow Birch,Hardwood,6.93900013
9654,1999,898,Temagami (898),Fuelwood,Other Hardwood,Hardwood,6.000999928
9655,1999,898,Temagami (898),Fuelwood,White Birch,Poplar/Birch,856.3150024
9656,1999,898,Temagami (898),Fuelwood,Poplar,Poplar/Birch,6.953000069
9657,1999,898,Temagami (898),Other,Spruce,SPF,2.107000113
9658,1999,898,Temagami (898),Other,Red Pine,Red/White Pine,0.716000021
9659,2002,443,Wabadowgang Noopming (443),Pulp,Balsam Fir,SPF,215.3540039
9660,2002,443,Wabadowgang Noopming (443),Other,Other Softwood,Other Softwood,3.947000027
9661,2002,443,Wabadowgang Noopming (443),Sawmill,Jack Pine,SPF,96086.3125
9662,2002,443,Wabadowgang Noopming (443),Veneer,Poplar,Poplar/Birch,1455.036987
9663,2002,443,Wabadowgang Noopming (443),Pulp,Jack Pine,SPF,6409.106934
9664,2002,443,Wabadowgang Noopming (443),Veneer,White Birch,Poplar/Birch,0.994000018
9665,2002,443,Wabadowgang Noopming (443),Pulp,Spruce,SPF,6016.190918
9666,2002,443,Wabadowgang Noopming (443),Sawmill,Poplar,Poplar/Birch,37019.55469
9667,2002,443,Wabadowgang Noopming (443),Paper,Balsam Fir,SPF,16.80400085
9668,2002,443,Wabadowgang Noopming (443),Paper,Spruce,SPF,45170.94922
9669,2002,443,Wabadowgang Noopming (443),Sawmill,Spruce,SPF,206580.9844
9670,2002,443,Wabadowgang Noopming (443),Sawmill,Balsam Fir,SPF,10623.58691
9671,1999,898,Temagami (898),Pulp,Jack Pine,SPF,12.08399963
9672,1999,898,Temagami (898),Pulp,Spruce,SPF,7.007999897
9673,1999,898,Temagami (898),Pulp,White Birch,Poplar/Birch,1958.437012
9674,1999,898,Temagami (898),Pulp,Poplar,Poplar/Birch,39.57699966
9675,1999,898,Temagami (898),Pulp,White Pine,Red/White Pine,11.95400047
9676,1999,898,Temagami (898),Pulp,Red Pine,Red/White Pine,3.265000105
9677,1999,898,Temagami (898),Sawmill,Jack Pine,SPF,15228.30273
9678,1999,898,Temagami (898),Sawmill,Spruce,SPF,3420.555908
9679,1999,898,Temagami (898),Sawmill,Balsam Fir,SPF,261.1380005
9680,1999,898,Temagami (898),Sawmill,Other Softwood,Other Softwood,18.58499908
9681,1999,898,Temagami (898),Sawmill,Other Softwood,Other Softwood,6.915999889
9682,1999,898,Temagami (898),Sawmill,Maple,Hardwood,0
9683,1999,898,Temagami (898),Sawmill,Yellow Birch,Hardwood,0
9684,1999,898,Temagami (898),Sawmill,White Birch,Poplar/Birch,567.2689819
9685,1999,898,Temagami (898),Sawmill,Poplar,Poplar/Birch,103.5559998
9686,1999,898,Temagami (898),Sawmill,White Pine,Red/White Pine,985.302002
9687,1999,898,Temagami (898),Sawmill,Red Pine,Red/White Pine,503.9119873
9688,1999,898,Temagami (898),Sawmill,White Pine,Red/White Pine,255.7019958
9689,1999,898,Temagami (898),Sawmill,Red Pine,Red/White Pine,313.9190063
9690,1999,898,Temagami (898),Sawmill,White Pine,Red/White Pine,74.66200256
9691,1999,898,Temagami (898),Sawmill,Red Pine,Red/White Pine,36.38999939
9692,1999,898,Temagami (898),Veneer,White Birch,Poplar/Birch,54.0929985
9693,1999,898,Temagami (898),Veneer,Poplar,Poplar/Birch,90.10900116
9694,1999,930,Romeo Malette (930),Composite,Poplar,Poplar/Birch,67375.79688
9695,1999,930,Romeo Malette (930),Fuelwood,White Birch,Poplar/Birch,160.3849945
9696,1999,930,Romeo Malette (930),Other,Spruce,SPF,2.630000114
9697,1999,930,Romeo Malette (930),Paper,Spruce,SPF,88.10900116
9698,1999,930,Romeo Malette (930),Sawmill,Jack Pine,SPF,74829.22656
