_id,Year,MUNO,forest_name,Product_Type,Spp_Group1,Spp_Group3,Volume
14082,2003,754,Nipissing (754),Sawmill,Oak,Hardwood,579.6030273
14083,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,599.4559937
14084,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,117.8290024
14085,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,710.1519775
14086,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,111.9950027
14087,2003,754,Nipissing (754),Sawmill,Maple,Hardwood,3220.147949
14088,2003,754,Nipissing (754),Sawmill,Yellow Birch,Hardwood,915.0040283
14089,2003,754,Nipissing (754),Sawmill,Oak,Hardwood,512.684021
14090,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,90.06400299
14091,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,40.00899887
14092,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,210.6940002
14093,2003,754,Nipissing (754),Sawmill,Other Hardwood,Hardwood,134.6869965
14094,2003,754,Nipissing (754),Sawmill,White Birch,Poplar/Birch,18384.01953
14095,2003,754,Nipissing (754),Sawmill,Poplar,Poplar/Birch,2797.400879
14096,2003,754,Nipissing (754),Sawmill,White Pine,Red/White Pine,39431.60938
14097,2003,754,Nipissing (754),Sawmill,Red Pine,Red/White Pine,18075.21484
14098,2003,754,Nipissing (754),Sawmill,White Pine,Red/White Pine,14820.51465
14099,2003,754,Nipissing (754),Sawmill,Red Pine,Red/White Pine,12713.95215
14100,2003,754,Nipissing (754),Veneer,Maple,Hardwood,144.0410004
14101,2003,754,Nipissing (754),Veneer,Yellow Birch,Hardwood,923.460022
14102,2003,754,Nipissing (754),Veneer,Oak,Hardwood,198.5879974
14103,2003,754,Nipissing (754),Veneer,Other Hardwood,Hardwood,0.179000005
14104,2003,754,Nipissing (754),Veneer,Other Hardwood,Hardwood,0.338999987
14105,2003,754,Nipissing (754),Veneer,Other Hardwood,Hardwood,0.407999992
14106,2003,754,Nipissing (754),Veneer,Maple,Hardwood,38.38399887
14107,2003,754,Nipissing (754),Veneer,Yellow Birch,Hardwood,51.09199905
14108,2003,754,Nipissing (754),Veneer,Oak,Hardwood,13.5909996
14109,2003,754,Nipissing (754),Veneer,White Birch,Poplar/Birch,1883.421997
14110,2003,754,Nipissing (754),Veneer,Poplar,Poplar/Birch,1867.94397
14111,2003,754,Nipissing (754),Veneer,Red Pine,Red/White Pine,246.7819977
14112,2003,780,Ottawa Valley (780),Composite,Jack Pine,SPF,115.4720001
14113,2003,780,Ottawa Valley (780),Composite,White Birch,Poplar/Birch,5.302000046
14114,2003,780,Ottawa Valley (780),Composite,Poplar,Poplar/Birch,8853.158203
14115,2003,780,Ottawa Valley (780),Composite,White Pine,Red/White Pine,2825.825928
14116,2003,780,Ottawa Valley (780),Composite,Red Pine,Red/White Pine,852.382019
14117,2003,780,Ottawa Valley (780),Fuelwood,Maple,Hardwood,3327.387939
14118,2003,780,Ottawa Valley (780),Fuelwood,Yellow Birch,Hardwood,1.700000048
14119,2003,780,Ottawa Valley (780),Fuelwood,Oak,Hardwood,4157.966797
14120,2003,780,Ottawa Valley (780),Fuelwood,Other Hardwood,Hardwood,1226.081055
14121,2003,780,Ottawa Valley (780),Fuelwood,Other Hardwood,Hardwood,303.5880127
14122,2003,780,Ottawa Valley (780),Fuelwood,White Birch,Poplar/Birch,85.15499878
14123,2003,780,Ottawa Valley (780),Other,Poplar,Poplar/Birch,479.1749878
14124,2003,780,Ottawa Valley (780),Other,White Pine,Red/White Pine,139.6369934
14125,2003,780,Ottawa Valley (780),Paper,Spruce,SPF,739.2130127
14126,2003,780,Ottawa Valley (780),Paper,Balsam Fir,SPF,194.5469971
14127,2003,780,Ottawa Valley (780),Paper,Maple,Hardwood,2920.701904
14128,2003,780,Ottawa Valley (780),Paper,Yellow Birch,Hardwood,66.38200378
14129,2003,780,Ottawa Valley (780),Paper,Oak,Hardwood,749.1409912
14130,2003,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,910.3510132
14131,2003,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,132.7579956
14132,2003,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,312.9309998
14133,2003,780,Ottawa Valley (780),Paper,Other Hardwood,Hardwood,18.96800041
14134,2003,780,Ottawa Valley (780),Paper,White Birch,Poplar/Birch,5128.163086
14135,2003,780,Ottawa Valley (780),Paper,Poplar,Poplar/Birch,2408.298096
14136,2003,780,Ottawa Valley (780),Paper,White Pine,Red/White Pine,567.7659912
14137,2003,780,Ottawa Valley (780),Paper,Red Pine,Red/White Pine,90.83100128
14138,2003,780,Ottawa Valley (780),Pulp,Jack Pine,SPF,7.263999939
14139,2003,780,Ottawa Valley (780),Pulp,Spruce,SPF,81.60700226
14140,2003,780,Ottawa Valley (780),Pulp,Balsam Fir,SPF,45.21099854
14141,2003,780,Ottawa Valley (780),Pulp,Other Softwood,Other Softwood,0.384000003
14142,2003,780,Ottawa Valley (780),Pulp,Maple,Hardwood,5193.008789
14143,2003,780,Ottawa Valley (780),Pulp,Yellow Birch,Hardwood,76.58799744
14144,2003,780,Ottawa Valley (780),Pulp,Oak,Hardwood,397.6919861
14145,2003,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,467.4660034
14146,2003,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,135.5950012
14147,2003,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,5.730000019
14148,2003,780,Ottawa Valley (780),Pulp,Other Hardwood,Hardwood,858.5089722
14149,2003,780,Ottawa Valley (780),Pulp,White Birch,Poplar/Birch,4207.063965
14150,2003,780,Ottawa Valley (780),Pulp,Poplar,Poplar/Birch,23649.65039
14151,2003,780,Ottawa Valley (780),Pulp,White Pine,Red/White Pine,3164.603027
14152,2003,780,Ottawa Valley (780),Pulp,Red Pine,Red/White Pine,477.7170105
14153,2003,780,Ottawa Valley (780),Sawmill,Jack Pine,SPF,1747.916016
14154,2003,780,Ottawa Valley (780),Sawmill,Spruce,SPF,5229.674805
14155,2003,780,Ottawa Valley (780),Sawmill,Balsam Fir,SPF,1808.30603
14156,2003,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,1650.999023
14157,2003,780,Ottawa Valley (780),Sawmill,Other Softwood,Other Softwood,1099.400024
14158,2003,780,Ottawa Valley (780),Sawmill,Maple,Hardwood,2816.024902
14159,2003,780,Ottawa Valley (780),Sawmill,Yellow Birch,Hardwood,272.9370117
14160,2003,780,Ottawa Valley (780),Sawmill,Oak,Hardwood,5355.160156
14161,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,578.8930054
14162,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,114.7050018
14163,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.166999996
14164,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,946.1489868
14165,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.419999987
14166,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.748000026
14167,2003,780,Ottawa Valley (780),Sawmill,Maple,Hardwood,2643.749023
14168,2003,780,Ottawa Valley (780),Sawmill,Yellow Birch,Hardwood,216.2779999
14169,2003,780,Ottawa Valley (780),Sawmill,Oak,Hardwood,4953.773926
14170,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,491.4429932
14171,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,161.4140015
14172,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,0.140000001
14173,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,688.164978
14174,2003,780,Ottawa Valley (780),Sawmill,Other Hardwood,Hardwood,2.075000048
14175,2003,780,Ottawa Valley (780),Sawmill,White Birch,Poplar/Birch,5672.450195
14176,2003,780,Ottawa Valley (780),Sawmill,Poplar,Poplar/Birch,40260.25
14177,2003,780,Ottawa Valley (780),Sawmill,White Pine,Red/White Pine,48848.63672
14178,2003,780,Ottawa Valley (780),Sawmill,Red Pine,Red/White Pine,25534.38477
14179,2003,780,Ottawa Valley (780),Sawmill,White Pine,Red/White Pine,20300.74414
14180,2003,780,Ottawa Valley (780),Sawmill,Red Pine,Red/White Pine,14125.87012
14181,2003,780,Ottawa Valley (780),Veneer,Maple,Hardwood,1.496999979
14182,2003,780,Ottawa Valley (780),Veneer,Yellow Birch,Hardwood,3.888999939
14183,2003,780,Ottawa Valley (780),Veneer,Oak,Hardwood,101.4840012
14184,2003,780,Ottawa Valley (780),Veneer,Yellow Birch,Hardwood,1.286000013
14185,2003,780,Ottawa Valley (780),Veneer,Oak,Hardwood,1.476999998
14186,2003,780,Ottawa Valley (780),Veneer,White Birch,Poplar/Birch,142.0879974
14187,2003,780,Ottawa Valley (780),Veneer,Poplar,Poplar/Birch,157.052002
14188,2003,796,Lakehead (796),Composite,White Birch,Poplar/Birch,212.4299927
14189,2003,796,Lakehead (796),Composite,Poplar,Poplar/Birch,216.2660065
14190,2003,796,Lakehead (796),Fuelwood,Spruce,SPF,13.6079998
14191,2003,796,Lakehead (796),Fuelwood,Balsam Fir,SPF,9.449000359
14192,2003,796,Lakehead (796),Fuelwood,Other Softwood,Other Softwood,0.231000006
14193,2003,796,Lakehead (796),Fuelwood,White Birch,Poplar/Birch,3216.916992
14194,2003,796,Lakehead (796),Fuelwood,Poplar,Poplar/Birch,28.44400024
14195,2003,796,Lakehead (796),Fuelwood,White Birch,Poplar/Birch,3.542000055
14196,2003,796,Lakehead (796),Other,Spruce,SPF,239.1699982
14197,2003,796,Lakehead (796),Other,Balsam Fir,SPF,10.43400002
14198,2003,796,Lakehead (796),Other,Other Softwood,Other Softwood,27.64999962
14199,2003,796,Lakehead (796),Other,Other Softwood,Other Softwood,618.1740112
14200,2003,796,Lakehead (796),Other,White Birch,Poplar/Birch,49.20199966
14201,2003,796,Lakehead (796),Other,Poplar,Poplar/Birch,9.303999901
14202,2003,796,Lakehead (796),Paper,Jack Pine,SPF,1268.944946
14203,2003,796,Lakehead (796),Paper,Spruce,SPF,7093.963867
14204,2003,796,Lakehead (796),Paper,Balsam Fir,SPF,2547.822021
14205,2003,796,Lakehead (796),Paper,Poplar,Poplar/Birch,352.0669861
14206,2003,796,Lakehead (796),Pulp,Jack Pine,SPF,52864.45703
14207,2003,796,Lakehead (796),Pulp,Spruce,SPF,29272.80469
14208,2003,796,Lakehead (796),Pulp,Balsam Fir,SPF,13090.22363
14209,2003,796,Lakehead (796),Pulp,Other Softwood,Other Softwood,4.092000008
14210,2003,796,Lakehead (796),Pulp,White Birch,Poplar/Birch,9408.524414
14211,2003,796,Lakehead (796),Pulp,Poplar,Poplar/Birch,116091.2734
14212,2003,796,Lakehead (796),Sawmill,Jack Pine,SPF,44201.89453
14213,2003,796,Lakehead (796),Sawmill,Spruce,SPF,16364.7002
14214,2003,796,Lakehead (796),Sawmill,Balsam Fir,SPF,2110.914063
14215,2003,796,Lakehead (796),Sawmill,Other Softwood,Other Softwood,12.47399998
14216,2003,796,Lakehead (796),Sawmill,Other Softwood,Other Softwood,120.552002
14217,2003,796,Lakehead (796),Sawmill,White Birch,Poplar/Birch,2506.228027
14218,2003,796,Lakehead (796),Sawmill,Poplar,Poplar/Birch,33318.98828
14219,2003,796,Lakehead (796),Sawmill,White Pine,Red/White Pine,147.4109955
14220,2003,796,Lakehead (796),Sawmill,Red Pine,Red/White Pine,549.9199829
14221,2003,796,Lakehead (796),Sawmill,White Pine,Red/White Pine,1.355999947
14222,2003,796,Lakehead (796),Sawmill,Red Pine,Red/White Pine,24.93700027
14223,2003,796,Lakehead (796),Veneer,White Birch,Poplar/Birch,94.27700043
14224,2003,796,Lakehead (796),Veneer,Poplar,Poplar/Birch,2006.958984
14225,2003,840,Red Lake (840),Composite,Poplar,Poplar/Birch,1664.30896
14226,2003,840,Red Lake (840),Fuelwood,Jack Pine,SPF,475
14227,2003,840,Red Lake (840),Fuelwood,Spruce,SPF,50
14228,2003,840,Red Lake (840),Other,Spruce,SPF,136.1139984
14229,2003,840,Red Lake (840),Other,Poplar,Poplar/Birch,40
14230,2003,840,Red Lake (840),Paper,Jack Pine,SPF,3448.00708
14231,2003,840,Red Lake (840),Paper,Spruce,SPF,99255.79688
14232,2003,840,Red Lake (840),Paper,Poplar,Poplar/Birch,992.2869873
14233,2003,840,Red Lake (840),Pulp,Jack Pine,SPF,5597.825195
14234,2003,840,Red Lake (840),Sawmill,Jack Pine,SPF,45828.65234
14235,2003,840,Red Lake (840),Sawmill,Spruce,SPF,65154.60547
14236,2003,840,Red Lake (840),Sawmill,Balsam Fir,SPF,286.1549988
14237,2003,840,Red Lake (840),Sawmill,Other Softwood,Other Softwood,19.80599976
14238,2003,840,Red Lake (840),Veneer,Poplar,Poplar/Birch,85.63700104
14239,2003,889,Sudbury (889),Composite,Poplar,Poplar/Birch,1149.540039
14240,2003,889,Sudbury (889),Fuelwood,Jack Pine,SPF,209.8890076
14241,2003,889,Sudbury (889),Fuelwood,Spruce,SPF,41.91999817
14242,2003,889,Sudbury (889),Fuelwood,Maple,Hardwood,1357.688965
14243,2003,889,Sudbury (889),Fuelwood,White Birch,Poplar/Birch,1331.562012
14244,2003,889,Sudbury (889),Fuelwood,Poplar,Poplar/Birch,358.5119934
14245,2003,889,Sudbury (889),Pulp,Jack Pine,SPF,16961.89258
14246,2003,889,Sudbury (889),Pulp,Spruce,SPF,2771.802979
14247,2003,889,Sudbury (889),Pulp,Balsam Fir,SPF,379.7550049
14248,2003,889,Sudbury (889),Pulp,Other Softwood,Other Softwood,209.3589935
14249,2003,889,Sudbury (889),Pulp,Maple,Hardwood,697.0930176
14250,2003,889,Sudbury (889),Pulp,Yellow Birch,Hardwood,24.57500076
14251,2003,889,Sudbury (889),Pulp,Oak,Hardwood,431.3999939
14252,2003,889,Sudbury (889),Pulp,Other Hardwood,Hardwood,27.42200089
14253,2003,889,Sudbury (889),Pulp,White Birch,Poplar/Birch,12552.26758
14254,2003,889,Sudbury (889),Pulp,Poplar,Poplar/Birch,21760.90234
14255,2003,889,Sudbury (889),Pulp,White Pine,Red/White Pine,4745.080078
14256,2003,889,Sudbury (889),Pulp,Red Pine,Red/White Pine,494.3940125
14257,2003,889,Sudbury (889),Sawmill,Jack Pine,SPF,63311.87891
14258,2003,889,Sudbury (889),Sawmill,Spruce,SPF,19064.05469
14259,2003,889,Sudbury (889),Sawmill,Balsam Fir,SPF,483.3089905
14260,2003,889,Sudbury (889),Sawmill,Other Softwood,Other Softwood,147.3240051
14261,2003,889,Sudbury (889),Sawmill,Other Softwood,Other Softwood,119.4980011
14262,2003,889,Sudbury (889),Sawmill,Maple,Hardwood,26.59600067
14263,2003,889,Sudbury (889),Sawmill,Yellow Birch,Hardwood,2.137000084
14264,2003,889,Sudbury (889),Sawmill,Oak,Hardwood,137.5460052
14265,2003,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,19.30999947
14266,2003,889,Sudbury (889),Sawmill,Maple,Hardwood,8.505999565
14267,2003,889,Sudbury (889),Sawmill,Yellow Birch,Hardwood,0.421999991
14268,2003,889,Sudbury (889),Sawmill,Oak,Hardwood,170.7969971
14269,2003,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,0.499000013
14270,2003,889,Sudbury (889),Sawmill,Other Hardwood,Hardwood,15.81599998
14271,2003,889,Sudbury (889),Sawmill,White Birch,Poplar/Birch,5148.143066
14272,2003,889,Sudbury (889),Sawmill,Poplar,Poplar/Birch,4944.89502
14273,2003,889,Sudbury (889),Sawmill,White Pine,Red/White Pine,23626.25586
14274,2003,889,Sudbury (889),Sawmill,Red Pine,Red/White Pine,12567.67969
14275,2003,889,Sudbury (889),Sawmill,White Pine,Red/White Pine,7701
14276,2003,889,Sudbury (889),Sawmill,Red Pine,Red/White Pine,9101.306641
14277,2003,889,Sudbury (889),Veneer,White Birch,Poplar/Birch,26.07900047
14278,2005,443,Wabadowgang Noopming (443),Veneer,Poplar,Poplar/Birch,624.9000244
14279,2005,443,Wabadowgang Noopming (443),Sawmill,Poplar,Poplar/Birch,26726.11133
14280,2006,443,Wabadowgang Noopming (443),Pulp,Spruce,SPF,23722.48828
14281,2006,443,Wabadowgang Noopming (443),Other,White Birch,Poplar/Birch,160.947998
14282,2006,443,Wabadowgang Noopming (443),Pulp,Jack Pine,SPF,5397.707031
14283,2006,443,Wabadowgang Noopming (443),Pulp,Other Softwood,Other Softwood,14.07400036
14284,2006,443,Wabadowgang Noopming (443),Sawmill,Poplar,Poplar/Birch,1277.496948
14285,2006,443,Wabadowgang Noopming (443),Paper,Spruce,SPF,2546.948975
14286,2006,443,Wabadowgang Noopming (443),Pulp,Poplar,Poplar/Birch,1035.225952
14287,2006,443,Wabadowgang Noopming (443),Sawmill,Balsam Fir,SPF,2278.491943
14288,2006,443,Wabadowgang Noopming (443),Other,Poplar,Poplar/Birch,316.2449951
14289,2006,443,Wabadowgang Noopming (443),Other,Spruce,SPF,30.49699974
14290,2006,443,Wabadowgang Noopming (443),Other,Balsam Fir,SPF,0.079000004
14291,2006,443,Wabadowgang Noopming (443),Sawmill,Other Softwood,Other Softwood,988.3930054
14292,2006,443,Wabadowgang Noopming (443),Fuelwood,White Birch,Poplar/Birch,64.78700256
14293,2006,443,Wabadowgang Noopming (443),Sawmill,Jack Pine,SPF,27932.7168
14294,2006,443,Wabadowgang Noopming (443),Other,Other Softwood,Other Softwood,22.55900002
14295,2006,443,Wabadowgang Noopming (443),Other,Jack Pine,SPF,2.959000111
14296,2006,443,Wabadowgang Noopming (443),Pulp,Balsam Fir,SPF,1530.744019
14297,2006,443,Wabadowgang Noopming (443),Sawmill,Spruce,SPF,143061.2188
14298,2007,443,Wabadowgang Noopming (443),Pulp,Balsam Fir,SPF,642.8029785
14299,2007,443,Wabadowgang Noopming (443),Other,Spruce,SPF,231.6920013
14300,2007,443,Wabadowgang Noopming (443),Sawmill,Balsam Fir,SPF,397.1130066
14301,2007,443,Wabadowgang Noopming (443),Other,Balsam Fir,SPF,1.315999985
14302,2007,443,Wabadowgang Noopming (443),Sawmill,Spruce,SPF,19593.03711
14303,2007,443,Wabadowgang Noopming (443),Other,White Birch,Poplar/Birch,281.1749878
14304,2007,443,Wabadowgang Noopming (443),Other,Other Softwood,Other Softwood,3.621000051
14305,2003,889,Sudbury (889),Veneer,Poplar,Poplar/Birch,300.1809998
14306,2003,898,Temagami (898),Composite,White Birch,Poplar/Birch,11908.03516
14307,2003,898,Temagami (898),Composite,Poplar,Poplar/Birch,37081.27344
14308,2003,898,Temagami (898),Fuelwood,Other Softwood,Other Softwood,50
14309,2003,898,Temagami (898),Fuelwood,Maple,Hardwood,421.4500122
14310,2003,898,Temagami (898),Fuelwood,Yellow Birch,Hardwood,6.303999901
14311,2003,898,Temagami (898),Fuelwood,White Birch,Poplar/Birch,3414.863037
14312,2003,898,Temagami (898),Other,White Birch,Poplar/Birch,6.965000153
14313,2003,898,Temagami (898),Paper,Spruce,SPF,18794.09961
14314,2003,898,Temagami (898),Paper,Balsam Fir,SPF,1147.843018
14315,2003,898,Temagami (898),Pulp,Jack Pine,SPF,375.0029907
14316,2003,898,Temagami (898),Pulp,Spruce,SPF,144.2669983
14317,2003,898,Temagami (898),Pulp,Balsam Fir,SPF,9.680000305
14318,2003,898,Temagami (898),Pulp,White Birch,Poplar/Birch,327.9440002
14319,2003,898,Temagami (898),Pulp,White Pine,Red/White Pine,169.3059998
14320,2003,898,Temagami (898),Pulp,Red Pine,Red/White Pine,107.4769974
14321,2003,898,Temagami (898),Sawmill,Jack Pine,SPF,79238.49219
14322,2003,898,Temagami (898),Sawmill,Spruce,SPF,62698.87891
14323,2003,898,Temagami (898),Sawmill,Balsam Fir,SPF,20505.59961
14324,2003,898,Temagami (898),Sawmill,Other Softwood,Other Softwood,155.326004
14325,2003,898,Temagami (898),Sawmill,Yellow Birch,Hardwood,7.285999775
14326,2003,898,Temagami (898),Sawmill,Oak,Hardwood,2.309999943
14327,2003,898,Temagami (898),Sawmill,Maple,Hardwood,2.861999989
14328,2003,898,Temagami (898),Sawmill,Yellow Birch,Hardwood,4.669000149
14329,2003,898,Temagami (898),Sawmill,Oak,Hardwood,0.338
14330,2003,898,Temagami (898),Sawmill,White Birch,Poplar/Birch,5323.125
14331,2003,898,Temagami (898),Sawmill,Poplar,Poplar/Birch,1.694000006
14332,2003,898,Temagami (898),Sawmill,White Pine,Red/White Pine,9133.890625
14333,2003,898,Temagami (898),Sawmill,Red Pine,Red/White Pine,2146.124023
14334,2003,898,Temagami (898),Sawmill,White Pine,Red/White Pine,3463.01709
14335,2003,898,Temagami (898),Sawmill,Red Pine,Red/White Pine,1745.869019
14336,2003,898,Temagami (898),Veneer,Yellow Birch,Hardwood,1.085999966
14337,2003,898,Temagami (898),Veneer,White Birch,Poplar/Birch,21.06500053
14338,2003,898,Temagami (898),Veneer,Poplar,Poplar/Birch,2652.955078
14339,2003,930,Romeo Malette (930),Composite,White Birch,Poplar/Birch,14554.30273
14340,2003,930,Romeo Malette (930),Composite,Poplar,Poplar/Birch,67129.25781
14341,2003,930,Romeo Malette (930),Paper,Spruce,SPF,11853.60156
14342,2003,930,Romeo Malette (930),Paper,Balsam Fir,SPF,89.13400269
14343,2003,930,Romeo Malette (930),Pulp,Jack Pine,SPF,19704.19531
14344,2003,930,Romeo Malette (930),Pulp,Spruce,SPF,41983.60547
14345,2003,930,Romeo Malette (930),Pulp,Balsam Fir,SPF,6766.257813
14346,2003,930,Romeo Malette (930),Pulp,Other Softwood,Other Softwood,358.0580139
14347,2003,930,Romeo Malette (930),Sawmill,Jack Pine,SPF,99425.25781
14348,2003,930,Romeo Malette (930),Sawmill,Spruce,SPF,160948.0156
14349,2003,930,Romeo Malette (930),Sawmill,Balsam Fir,SPF,9702.043945
14350,2003,930,Romeo Malette (930),Veneer,White Birch,Poplar/Birch,37.83200073
14351,2003,930,Romeo Malette (930),Veneer,Poplar,Poplar/Birch,13041.81152
14352,2003,966,Pic (966),Composite,White Birch,Poplar/Birch,448.928009
14353,2003,966,Pic (966),Composite,Poplar,Poplar/Birch,129048.3438
14354,2003,966,Pic (966),Fuelwood,Spruce,SPF,9.375
14355,2003,966,Pic (966),Fuelwood,White Birch,Poplar/Birch,360.5610046
14356,2003,966,Pic (966),Fuelwood,Poplar,Poplar/Birch,26.03899956
14357,2003,966,Pic (966),Other,Jack Pine,SPF,49.5909996
14358,2003,966,Pic (966),Other,Spruce,SPF,1224.557983
14359,2003,966,Pic (966),Other,Balsam Fir,SPF,21.42900085
14360,2003,966,Pic (966),Other,Other Softwood,Other Softwood,6.393000126
14361,2003,966,Pic (966),Other,Other Softwood,Other Softwood,284.0549927
14362,2003,966,Pic (966),Other,White Birch,Poplar/Birch,686.4530029
14363,2003,966,Pic (966),Other,Poplar,Poplar/Birch,1428.928955
14364,2003,966,Pic (966),Paper,Spruce,SPF,18584.53906
14365,2003,966,Pic (966),Paper,Balsam Fir,SPF,8.595999718
14366,2003,966,Pic (966),Pulp,Jack Pine,SPF,70157.96875
14367,2003,966,Pic (966),Pulp,Spruce,SPF,60191.51563
14368,2003,966,Pic (966),Pulp,Balsam Fir,SPF,2902.399902
14369,2003,966,Pic (966),Pulp,Other Softwood,Other Softwood,616.8359985
14370,2003,966,Pic (966),Pulp,Poplar,Poplar/Birch,68962.78125
14371,2003,966,Pic (966),Sawmill,Jack Pine,SPF,98356.625
14372,2003,966,Pic (966),Sawmill,Spruce,SPF,397426.2813
14373,2003,966,Pic (966),Sawmill,Balsam Fir,SPF,1195.082031
14374,2003,966,Pic (966),Sawmill,Other Softwood,Other Softwood,4273.125977
14375,2003,966,Pic (966),Sawmill,Other Softwood,Other Softwood,1242.198975
14376,2003,966,Pic (966),Sawmill,Poplar,Poplar/Birch,141.654007
14377,2003,966,Pic (966),Veneer,Poplar,Poplar/Birch,38768.41797
14378,2004,35,Black Spruce (035),Composite,White Birch,Poplar/Birch,4734.567871
14379,2004,35,Black Spruce (035),Composite,Poplar,Poplar/Birch,435.9710083
14380,2004,35,Black Spruce (035),Other,Spruce,SPF,53.13999939
14381,2004,35,Black Spruce (035),Other,Balsam Fir,SPF,0.144999996
14382,2004,35,Black Spruce (035),Other,Other Softwood,Other Softwood,11.85599995
14383,2004,35,Black Spruce (035),Other,White Birch,Poplar/Birch,9.491000175
14384,2004,35,Black Spruce (035),Paper,Jack Pine,SPF,4527.862793
14385,2004,35,Black Spruce (035),Paper,Spruce,SPF,170307.8906
14386,2004,35,Black Spruce (035),Paper,Balsam Fir,SPF,6281.152832
14387,2004,35,Black Spruce (035),Paper,Other Softwood,Other Softwood,39.2140007
14388,2004,35,Black Spruce (035),Paper,White Birch,Poplar/Birch,2662.954102
14389,2004,35,Black Spruce (035),Paper,Poplar,Poplar/Birch,39912.26172
14390,2004,35,Black Spruce (035),Pulp,Jack Pine,SPF,36014.68359
14391,2004,35,Black Spruce (035),Pulp,Spruce,SPF,48926.42578
14392,2004,35,Black Spruce (035),Pulp,Balsam Fir,SPF,5982.053223
14393,2004,35,Black Spruce (035),Pulp,Other Softwood,Other Softwood,2589.245117
14394,2004,35,Black Spruce (035),Pulp,White Birch,Poplar/Birch,36389.55859
14395,2004,35,Black Spruce (035),Pulp,Poplar,Poplar/Birch,102506.6406
14396,2004,35,Black Spruce (035),Pulp,Poplar,Poplar/Birch,21.43300056
14397,2004,35,Black Spruce (035),Sawmill,Jack Pine,SPF,120447.4531
14398,2004,35,Black Spruce (035),Sawmill,Spruce,SPF,137045.125
14399,2004,35,Black Spruce (035),Sawmill,Balsam Fir,SPF,18178.43555
14400,2004,35,Black Spruce (035),Sawmill,Other Softwood,Other Softwood,3101.238037
14401,2004,35,Black Spruce (035),Sawmill,Other Softwood,Other Softwood,2758.0271
14402,2004,35,Black Spruce (035),Sawmill,White Birch,Poplar/Birch,18652.04688
14403,2004,35,Black Spruce (035),Sawmill,Poplar,Poplar/Birch,50500.03125
14404,2004,35,Black Spruce (035),Sawmill,Poplar,Poplar/Birch,13.38199997
14405,2004,35,Black Spruce (035),Sawmill,White Birch,Poplar/Birch,1.202000022
14406,2004,35,Black Spruce (035),Veneer,White Birch,Poplar/Birch,731.7860107
14407,2004,35,Black Spruce (035),Veneer,Poplar,Poplar/Birch,7998.723145
14408,2004,60,White River (060),Composite,White Birch,Poplar/Birch,830.7180176
14409,2004,60,White River (060),Composite,Poplar,Poplar/Birch,76413.57813
14410,2004,60,White River (060),Sawmill,Jack Pine,SPF,1472.686035
14411,2004,60,White River (060),Sawmill,Spruce,SPF,730.9349976
14412,2004,60,White River (060),Sawmill,Balsam Fir,SPF,63.24100113
14413,2004,60,White River (060),Veneer,Poplar,Poplar/Birch,13234.40625
14414,2004,110,Abitibi River (110),Composite,White Birch,Poplar/Birch,30296.47266
14415,2004,110,Abitibi River (110),Composite,Poplar,Poplar/Birch,363346.2188
14416,2004,110,Abitibi River (110),Composite,Poplar,Poplar/Birch,17315.27344
14417,2004,110,Abitibi River (110),Composite,White Birch,Poplar/Birch,1601.468994
14418,2004,110,Abitibi River (110),Fuelwood,White Birch,Poplar/Birch,3422.024902
14419,2004,110,Abitibi River (110),Fuelwood,Poplar,Poplar/Birch,97.65799713
14420,2004,110,Abitibi River (110),Fuelwood,Poplar,Poplar/Birch,173.7920074
14421,2004,110,Abitibi River (110),Fuelwood,White Birch,Poplar/Birch,1604.535034
14422,2004,110,Abitibi River (110),Other,Spruce,SPF,102.4580002
14423,2004,110,Abitibi River (110),Other,Balsam Fir,SPF,10.33300018
